249.9847695156   151.7452406437   20.0000000000
259.7662455230   149.6661237356   20.0000000000
259.7662455230   149.6661237356   30.0000000000
249.9847695156   151.7452406437   30.0000000000
#

249.9847695156   151.7452406437   20.0000000000
256.6760227618   159.1764404120   20.0000000000
256.6760227618   159.1764404120   30.0000000000
249.9847695156   151.7452406437   30.0000000000
#

249.9847695156   151.7452406437   20.0000000000
246.8945467545   161.2555573202   20.0000000000
246.8945467545   161.2555573202   30.0000000000
249.9847695156   151.7452406437   30.0000000000
#

249.9847695156   151.7452406437   20.0000000000
240.2032935083   153.8243575519   20.0000000000
240.2032935083   153.8243575519   30.0000000000
249.9847695156   151.7452406437   30.0000000000
#

249.9847695156   151.7452406437   20.0000000000
243.2935162695   144.3140408755   20.0000000000
243.2935162695   144.3140408755   30.0000000000
249.9847695156   151.7452406437   30.0000000000
#

249.9847695156   151.7452406437   20.0000000000
253.0749922768   142.2349239673   20.0000000000
253.0749922768   142.2349239673   30.0000000000
249.9847695156   151.7452406437   30.0000000000
#

249.9847695156   151.7452406437   20.0000000000
259.7662455230   149.6661237356   20.0000000000
259.7662455230   149.6661237356   30.0000000000
249.9847695156   151.7452406437   30.0000000000
#

